# timestamp tx ty tz qx qy qz qw
1679940976.461000 -10.020336 -0.673184 7.934743 0.020415 0.250793 0.041189 0.966948
1679940976.723000 -10.189913 -0.483147 6.967722 0.019816 0.251065 0.040550 0.966918
1679940976.757000 -10.563647 -0.433157 6.041534 0.017169 0.253000 0.039068 0.966525
1679940976.791000 -11.271595 -1.122364 6.195820 0.011390 0.260859 0.040421 0.964463
1679940976.825000 -11.542463 -1.019258 5.238742 0.008350 0.261805 0.039110 0.964292
1679940976.925000 -12.277221 -0.844857 5.894268 0.008930 0.277263 0.042929 0.959793
1679940977.057000 -13.081718 -1.234330 6.342706 0.009503 0.279579 0.044247 0.959056
1679940977.158000 -12.901586 -1.267298 7.325796 0.013375 0.279452 0.048070 0.958862
1679940977.195000 -13.314860 -1.123260 6.426653 0.016426 0.278638 0.050769 0.958913
1679940977.291000 -14.084070 -1.279068 7.046362 0.023957 0.298877 0.056357 0.952325
1679940977.424000 -14.973901 -1.440278 7.473225 0.019753 0.314211 0.062549 0.947084
1679940977.558000 -15.844803 -1.723538 7.071611 0.016537 0.312232 0.063625 0.947729
1679940977.857000 -16.615202 -1.726612 7.709166 0.010517 0.347611 0.064430 0.935363
1679940977.926000 -15.624757 -1.630978 7.808529 0.005297 0.349317 0.066783 0.934607
1679940978.023000 -16.348176 -1.719213 8.493276 0.001450 0.360695 0.067375 0.930246
1679940978.258000 -15.945223 -1.212571 9.255472 -0.000378 0.363839 0.068545 0.928936
1679940978.356000 -16.688636 -1.708695 9.704023 -0.004215 0.380216 0.068227 0.922368
1679940978.392000 -17.423669 -1.815835 9.034511 -0.003085 0.383645 0.068832 0.920907
1679940978.427000 -16.788182 -1.509536 9.743268 -0.001804 0.387213 0.069427 0.919371
1679940978.491000 -17.581704 -1.844090 9.234941 -0.000954 0.392782 0.072637 0.916758
1679940978.625000 -18.443606 -2.186311 8.860762 0.003062 0.396220 0.075461 0.915044
1679940978.791000 -19.008006 -2.565021 9.594269 0.006001 0.403968 0.076703 0.911532
1679940978.826000 -19.759846 -2.874790 9.012221 0.008108 0.403484 0.078510 0.911576
1679940978.923000 -19.357652 -2.916901 9.926806 0.013484 0.405124 0.076596 0.910948
1679940978.990000 -19.495383 -2.787917 8.944771 0.015713 0.404024 0.074461 0.911577
1679940979.090000 -18.561746 -2.824721 8.588446 0.015153 0.402251 0.073578 0.912442
1679940979.160000 -18.119372 -2.853357 9.484820 0.015153 0.402251 0.073578 0.912442
1679940979.457000 -17.636496 -2.696598 10.346363 0.010653 0.398128 0.073639 0.914308
1679940979.525000 -17.393941 -2.884001 11.298228 0.008521 0.394881 0.075476 0.915587
1679940979.691000 -16.702414 -2.591162 10.637898 0.015469 0.392755 0.081314 0.915911
1679940979.757000 -17.535169 -3.043338 10.318436 0.017211 0.399038 0.087793 0.912559
1679940979.825000 -18.232391 -3.147438 9.609180 0.017807 0.402237 0.087588 0.911162
1679940979.857000 -19.160362 -3.230779 9.245966 0.017783 0.406722 0.086105 0.909311
1679940979.891000 -19.860429 -3.116919 8.541025 0.016589 0.409411 0.085911 0.908144
1679940979.926000 -20.539630 -3.411257 9.213372 0.011468 0.419195 0.085452 0.903793
1679940979.991000 -21.096155 -3.237712 10.025876 0.010879 0.431129 0.083704 0.898333
1679940980.023000 -21.997025 -3.146901 9.601392 0.009648 0.431329 0.082858 0.898330
1679940980.058000 -22.776366 -3.104717 8.976214 0.007333 0.430867 0.082312 0.898624
1679940980.126000 -21.807998 -3.087599 8.727275 0.005773 0.430504 0.081296 0.898902
1679940980.259000 -22.672695 -3.316038 9.174617 0.000530 0.440544 0.082117 0.893967
1679940980.392000 -23.349529 -3.689898 9.808750 -0.002953 0.467669 0.091265 0.879174
1679940980.557000 -23.327780 -3.697933 10.808481 0.005762 0.480738 0.094851 0.871700
1679940980.659000 -23.746239 -3.854207 11.703171 0.009944 0.502096 0.098060 0.859177
1679940980.791000 -24.074801 -3.902068 12.646440 0.002495 0.520191 0.096521 0.848574
1679940980.825000 -23.268654 -3.900895 13.238154 -0.000405 0.521173 0.095026 0.848144
1679940980.892000 -24.185129 -3.934541 12.839479 -0.002150 0.521004 0.095472 0.848195
1679940980.925000 -23.384984 -3.898849 13.438224 -0.002150 0.521004 0.095472 0.848195
1679940981.057000 -23.650413 -3.929776 14.401858 -0.007163 0.530447 0.094353 0.842420
1679940981.158000 -23.804997 -3.698102 15.362291 -0.009295 0.535677 0.095095 0.839000
1679940981.193000 -22.918812 -3.518132 15.789243 -0.008854 0.534849 0.097146 0.839298
1679940981.358000 -22.772334 -3.140747 16.703642 -0.013618 0.550067 0.100042 0.828995
1679940981.456000 -23.705309 -3.327059 16.395670 -0.013414 0.549177 0.097672 0.829871
1679940981.557000 -23.794500 -3.292629 15.400251 -0.013876 0.548302 0.087660 0.831557
1679940981.591000 -22.867076 -3.257961 15.772652 -0.013876 0.548302 0.087660 0.831557
1679940981.657000 -22.929231 -3.069228 16.752711 -0.012226 0.554309 0.090229 0.827315
1679940981.690000 -23.821178 -3.462160 16.976397 -0.012384 0.557116 0.090270 0.825421
1679940981.824000 -23.612476 -3.401836 17.952514 -0.002498 0.574886 0.093887 0.812826
1679940981.891000 -24.105287 -3.404461 17.082381 0.000795 0.577575 0.094492 0.810850
1679940981.926000 -23.308680 -3.153398 17.632276 0.006648 0.580182 0.095716 0.808816
1679940981.959000 -22.620244 -2.881892 18.304839 0.012383 0.584320 0.096018 0.805728
1679940982.057000 -22.381289 -2.937672 19.274266 0.022818 0.596577 0.094040 0.796700
1679940982.128000 -21.828966 -2.897481 20.106926 0.025221 0.605055 0.092342 0.790408
1679940982.191000 -22.026440 -3.333378 20.984991 0.022295 0.612720 0.091006 0.784726
1679940982.259000 -22.104790 -3.006113 21.926670 0.024862 0.625596 0.084388 0.775171
1679940982.291000 -21.120585 -2.942446 22.091859 0.023977 0.625189 0.083777 0.775594
1679940982.326000 -20.186314 -2.608018 21.968185 0.020782 0.625888 0.081472 0.775367
1679940982.359000 -21.107027 -2.948595 21.777673 0.017163 0.626149 0.080891 0.775306
1679940982.390000 -21.873257 -2.954638 21.135135 0.012725 0.625948 0.079956 0.775651
1679940982.527000 -22.789520 -3.210436 21.443404 -0.000978 0.621537 0.074986 0.779787
1679940982.590000 -21.992479 -3.265536 22.044810 -0.001315 0.617742 0.075413 0.782756
1679940982.890000 -21.032230 -3.024226 22.185137 0.003132 0.619346 0.082603 0.780754
1679940982.990000 -21.180793 -3.057127 23.173493 0.002710 0.634083 0.085978 0.768466
1679940983.091000 -21.645309 -3.626850 23.851461 -0.000909 0.640280 0.082711 0.763675
1679940983.124000 -20.680278 -3.400127 23.983033 0.000080 0.640474 0.080881 0.763709
1679940983.258000 -19.875502 -3.375628 24.576106 0.005117 0.646001 0.083349 0.758755
1679940983.290000 -19.002016 -3.214427 25.035492 0.007469 0.648762 0.083370 0.756374
1679940983.323000 -18.252728 -2.794358 25.547459 0.014779 0.652108 0.083384 0.753382
1679940983.391000 -17.386216 -2.320170 25.703354 0.026996 0.655910 0.086905 0.749333
1679940983.456000 -16.407834 -2.152725 25.824724 0.034259 0.660361 0.084545 0.745387
1679940983.490000 -17.393310 -2.239535 25.970673 0.038623 0.660822 0.084266 0.744797
1679940983.593000 -16.624843 -2.383796 26.594090 0.046866 0.659942 0.084225 0.745109
1679940983.690000 -15.900891 -2.518979 27.270564 0.050202 0.664004 0.084485 0.741243
1679940983.724000 -14.925131 -2.669087 27.429815 0.049512 0.666033 0.084497 0.739465
1679940983.928000 -15.916853 -2.696192 27.304300 0.046626 0.667147 0.085314 0.738555
1679940983.991000 -16.019598 -3.240631 28.136784 0.039005 0.672632 0.088566 0.733622
1679940984.024000 -16.857334 -3.187328 27.593315 0.037746 0.672523 0.089377 0.733689
1679940984.059000 -16.027956 -3.545079 28.022439 0.036837 0.672356 0.090111 0.733798
1679940984.124000 -16.965256 -3.696038 27.708305 0.035822 0.671959 0.091089 0.734092
1679940984.223000 -15.975097 -3.591748 27.801628 0.037338 0.673478 0.094299 0.732216
1679940984.257000 -15.013161 -3.795016 27.984275 0.039130 0.674059 0.096395 0.731315
1679940984.357000 -15.860151 -3.816865 27.453117 0.039970 0.675763 0.098745 0.729381
1679940984.390000 -16.044790 -4.491665 28.167648 0.037183 0.681297 0.103255 0.723734
1679940984.424000 -15.119591 -4.400481 28.536013 0.038311 0.682642 0.104008 0.722298
1679940984.558000 -15.822996 -4.848221 29.088055 0.035791 0.691634 0.107451 0.713313
1679940984.623000 -16.821674 -4.897455 29.102842 0.036750 0.694365 0.107284 0.710631
1679940984.790000 -16.275810 -4.704873 29.918283 0.037840 0.703510 0.105091 0.701853
1679940984.823000 -16.401385 -4.935388 30.883215 0.036976 0.710377 0.106177 0.694783
1679940984.959000 -16.489502 -5.062903 31.871130 0.039661 0.717744 0.111771 0.686133
1679940984.991000 -15.583239 -5.026043 32.292234 0.041549 0.719556 0.113427 0.683848
1679940985.023000 -14.591010 -4.946005 32.387496 0.044404 0.720665 0.116450 0.681989
1679940985.123000 -14.693244 -5.816043 32.869765 0.043321 0.729023 0.133911 0.669863
1679940985.191000 -13.695829 -5.752841 32.903951 0.046993 0.729793 0.136680 0.668216
1679940985.227000 -14.687409 -5.742721 33.033049 0.049883 0.730846 0.138751 0.666426
1679940985.358000 -13.715023 -5.673558 33.255944 0.050560 0.733680 0.138989 0.663203
1679940985.461000 -14.242070 -5.112498 32.617638 0.048562 0.734222 0.138638 0.662827
1679940985.525000 -13.273877 -5.244010 32.830492 0.046948 0.735238 0.139507 0.661634
1679940985.591000 -12.334857 -5.272211 33.173196 0.044205 0.736590 0.139489 0.660321
1679940985.690000 -13.135076 -5.679472 33.613409 0.037434 0.739586 0.140390 0.657192
1679940986.125000 -14.118835 -5.858576 33.601552 0.009565 0.727898 0.161080 0.666428
1679940986.223000 -13.306191 -5.450692 33.185331 0.009242 0.727031 0.157909 0.668135
1679940986.290000 -14.264979 -5.706189 33.061048 0.010457 0.727778 0.155569 0.667853
1679940986.358000 -13.285893 -5.766856 33.255236 0.010268 0.728768 0.155629 0.666762
1679940986.492000 -12.920105 -5.539464 32.352743 0.004950 0.728226 0.153683 0.667865
1679940986.557000 -11.939096 -5.395055 32.223260 0.006598 0.729148 0.153324 0.666927
1679940986.725000 -12.788687 -5.702603 32.651757 0.012397 0.736106 0.151784 0.659512
1679940986.823000 -13.044916 -6.125622 33.520895 0.012232 0.745463 0.158012 0.647431
1679940986.893000 -12.089481 -5.871991 33.369851 0.014668 0.745079 0.155861 0.648343
1679940986.924000 -13.043632 -5.992751 33.643734 0.018042 0.743744 0.155399 0.649901
1679940987.092000 -12.139539 -5.717155 33.970326 0.018142 0.744276 0.155137 0.649351
1679940987.192000 -11.142518 -5.792556 33.954108 0.015547 0.744152 0.153951 0.649842
1679940987.258000 -10.272295 -5.489921 34.342854 0.016040 0.744081 0.154850 0.649698
1679940987.325000 -11.246400 -5.714727 34.366966 0.013365 0.744418 0.153357 0.649727
1679940987.490000 -12.191342 -5.874985 34.652277 0.009835 0.744434 0.152407 0.649995
1679940987.892000 -11.739599 -5.943324 35.541804 0.008476 0.751878 0.152014 0.641483
1679940987.959000 -10.741874 -5.988945 35.492167 0.009213 0.752527 0.150548 0.641057
1679940988.090000 -10.832044 -6.297636 36.439046 0.003315 0.758126 0.150802 0.634423
1679940988.256000 -10.654609 -6.502460 37.401627 0.002920 0.776874 0.158101 0.609477
1679940988.290000 -10.275643 -6.734110 38.297576 0.004651 0.782564 0.159000 0.601906
1679940988.390000 -11.136677 -7.030025 38.711163 0.009585 0.787660 0.158600 0.595269
1679940988.490000 -10.892344 -6.830648 37.762190 0.013620 0.783193 0.160449 0.600566
1679940988.590000 -10.062999 -6.696944 37.219685 0.014157 0.783390 0.161575 0.599994
1679940988.723000 -10.562966 -6.190180 36.517387 0.012772 0.781484 0.158690 0.603272
1679940988.791000 -9.628289 -6.069006 36.851597 0.007745 0.783542 0.157068 0.601109
1679940988.858000 -8.631674 -6.148966 36.870703 0.006238 0.783476 0.156331 0.601404
1679940988.990000 -8.618435 -6.468307 37.818251 0.001105 0.790173 0.159867 0.591665
1679940989.125000 -9.605829 -6.437767 37.973556 0.000777 0.789496 0.159539 0.592657
1679940989.158000 -10.547416 -6.725279 38.148914 0.000090 0.788937 0.160581 0.593121
1679940989.259000 -9.630969 -6.665736 37.753214 0.006067 0.786586 0.165166 0.594950
1679940989.358000 -10.239130 -6.964108 38.488819 0.010658 0.782401 0.172418 0.598338
1679940989.390000 -10.054240 -6.636097 37.562415 0.012632 0.776451 0.172543 0.605964
1679940989.625000 -10.988365 -6.989311 37.613898 0.008528 0.777698 0.167561 0.605835
1679940989.724000 -9.996178 -6.940918 37.498902 0.010055 0.778194 0.167089 0.605305
1679940989.958000 -9.468015 -7.094428 38.334053 0.008299 0.774277 0.177848 0.607286
1679940990.057000 -10.412947 -7.415764 38.396080 0.011995 0.773957 0.179946 0.607015
1679940990.090000 -9.448708 -7.296602 38.159346 0.014480 0.774188 0.180589 0.606474
1679940990.257000 -8.984747 -7.094533 37.296844 0.019455 0.771323 0.183388 0.609140
1679940990.359000 -9.825481 -7.434063 37.718610 0.024515 0.771311 0.187825 0.607619
1679940990.595000 -9.718789 -8.235331 38.307325 0.017316 0.783289 0.191259 0.591252
1679940990.690000 -8.852014 -7.933249 37.910529 0.012997 0.784890 0.190424 0.589505
1679940990.824000 -7.947282 -7.612298 37.630436 0.010021 0.787937 0.195884 0.583681
1679940991.024000 -8.940964 -7.687456 37.547078 0.009007 0.789142 0.197034 0.581680
1679940991.126000 -9.867793 -8.010780 37.737991 0.001496 0.791375 0.198228 0.578298
1679940991.192000 -8.915502 -7.832423 37.490344 -0.000344 0.793644 0.196298 0.575844
1679940991.358000 -8.919024 -8.618427 38.108554 -0.014105 0.810072 0.201959 0.550269
1679940991.424000 -9.668467 -8.962925 38.673937 -0.014616 0.815202 0.199481 0.543543
1679940991.456000 -8.718246 -8.686513 38.530138 -0.012187 0.816340 0.201179 0.541265
1679940991.557000 -8.301597 -8.999963 39.383457 -0.011685 0.822759 0.201615 0.531303
1679940991.690000 -7.890682 -9.398006 40.203646 -0.008933 0.830838 0.205922 0.516938
1679940991.790000 -8.705694 -9.755846 40.659393 0.000510 0.835290 0.206012 0.509755
1679940991.825000 -9.570904 -10.037733 41.074064 0.002276 0.836606 0.206552 0.507367
1679940991.860000 -9.189653 -10.415622 41.917775 0.001066 0.842140 0.208502 0.497318
1679940992.123000 -8.200324 -10.341317 41.792447 -0.005564 0.844895 0.204135 0.494419
1679940992.158000 -7.261430 -10.130126 41.520648 -0.006455 0.845579 0.204043 0.493275
1679940992.193000 -6.529665 -9.962245 40.860090 -0.008253 0.845502 0.205547 0.492757
1679940992.224000 -5.860415 -9.599030 40.211878 -0.009316 0.845413 0.206604 0.492448
1679940992.323000 -6.477436 -9.962284 40.909969 -0.014165 0.844330 0.210518 0.492533
1679940992.657000 -5.834727 -9.570919 40.251366 -0.011455 0.843469 0.215852 0.491769
1679940992.858000 -5.834444 -10.101887 41.098757 -0.021490 0.849481 0.217070 0.480418
1679940992.892000 -6.729078 -10.364763 41.460041 -0.024617 0.850739 0.217310 0.477927
1679940992.926000 -7.618350 -10.714281 41.755052 -0.026751 0.852214 0.217792 0.474955
1679940992.992000 -8.174998 -11.109841 42.485583 -0.029825 0.853630 0.221764 0.470370
1679940993.092000 -7.487697 -11.331500 43.177309 -0.031081 0.859983 0.226429 0.456281
1679940993.191000 -8.329481 -11.600735 43.645189 -0.026420 0.862861 0.226881 0.450886
1679940993.224000 -7.701750 -11.066726 43.078807 -0.023420 0.864095 0.227924 0.448155
1679940993.358000 -7.076972 -11.303671 43.822789 -0.024356 0.869051 0.228879 0.437916
1679940993.390000 -6.561195 -11.753720 44.551781 -0.027620 0.874062 0.232674 0.425578
1679940993.425000 -5.921409 -11.374073 43.883542 -0.029785 0.874468 0.232825 0.424513
1679940993.460000 -5.235677 -11.067515 43.223396 -0.034142 0.874834 0.232599 0.423553
1679940993.524000 -4.353332 -10.859571 42.801227 -0.040860 0.875453 0.233203 0.421342
1679940993.659000 -5.326280 -10.868540 43.032078 -0.041087 0.875361 0.231543 0.422426
1679940993.757000 -5.587106 -11.406619 43.833602 -0.041199 0.874171 0.229250 0.426113
1679940993.861000 -4.838480 -11.134628 43.228969 -0.040148 0.873044 0.230380 0.427910
1679940993.925000 -4.299277 -10.635554 42.550600 -0.041083 0.871826 0.234414 0.428113
1679940993.957000 -5.059290 -11.232264 42.808120 -0.041169 0.871390 0.235583 0.428352
1679940994.091000 -4.561989 -10.830994 42.038917 -0.038562 0.869538 0.236793 0.431677
1679940994.124000 -3.971260 -10.553544 41.281249 -0.037800 0.868584 0.239976 0.431908
1679940994.191000 -3.303048 -10.192868 40.630554 -0.039672 0.867496 0.241404 0.433129
1679940994.459000 -3.008153 -11.049095 41.054713 -0.038994 0.870898 0.245138 0.424173
1679940994.626000 -3.896567 -10.915523 40.615534 -0.036283 0.877968 0.235399 0.415262
1679940994.657000 -4.750832 -11.115226 41.095483 -0.033440 0.880142 0.232747 0.412384
1679940994.757000 -5.295220 -11.488734 41.846571 -0.023992 0.887475 0.226175 0.400821
1679940994.890000 -5.303475 -12.172589 42.576142 -0.017726 0.895565 0.226169 0.382749
1679940995.024000 -5.018134 -12.983539 43.086966 -0.020633 0.900687 0.243261 0.359391
1679940995.126000 -4.269909 -12.606939 42.540767 -0.026766 0.903678 0.237858 0.355067
1679940995.224000 -3.629330 -12.484217 41.782745 -0.025421 0.904421 0.235190 0.355051
1679940995.391000 -4.406609 -12.574686 42.405362 -0.023716 0.904258 0.232998 0.357026
1679940995.728000 -5.132706 -12.898767 43.011790 -0.027095 0.903653 0.236480 0.356025
1679940995.825000 -5.447103 -13.249231 43.894020 -0.028406 0.904724 0.237675 0.352388
1679940995.957000 -4.765127 -12.722244 44.401163 -0.026798 0.922988 0.219788 0.314750
1679940996.123000 -5.091228 -13.327131 45.127640 -0.023869 0.924661 0.223890 0.307093
1679940996.258000 -4.413516 -12.891441 44.535289 -0.024655 0.925467 0.222484 0.305621
1679940996.357000 -4.761503 -13.160062 45.433480 -0.023264 0.926033 0.219531 0.306150
1679940996.390000 -5.280444 -13.550696 46.193813 -0.021929 0.926674 0.216764 0.306279
1679940996.490000 -5.672247 -13.985635 47.004564 -0.018737 0.928421 0.211173 0.305106
1679940996.557000 -5.114585 -13.623401 46.257705 -0.019266 0.929620 0.209021 0.302896
1679940996.625000 -4.623428 -13.258806 45.466607 -0.020880 0.930558 0.207724 0.300795
1679940996.658000 -4.084614 -12.901573 44.703676 -0.021860 0.931079 0.206583 0.299895
1679940996.757000 -3.248428 -12.679476 44.202211 -0.030472 0.931797 0.205567 0.297605
1679940996.924000 -2.270324 -12.637381 44.406025 -0.038205 0.929433 0.213032 0.298850
1679940996.958000 -2.687812 -13.093955 45.191674 -0.038548 0.928220 0.214147 0.301767
1679940997.024000 -2.142799 -12.723289 44.439632 -0.034070 0.926147 0.216504 0.306948
1679940997.091000 -2.594532 -13.188497 45.200894 -0.033124 0.925388 0.217740 0.308463
1679940997.157000 -3.204447 -13.461588 45.944819 -0.030955 0.925627 0.219102 0.307002
1679940997.193000 -2.533917 -13.137942 45.277254 -0.028619 0.926153 0.219439 0.305399
1679940997.457000 -2.002590 -12.652467 44.582988 -0.030184 0.927297 0.219400 0.301782
1679940997.492000 -1.474337 -12.250377 43.835143 -0.033741 0.928324 0.219714 0.297997
1679940997.524000 -0.989650 -11.825457 43.070603 -0.034830 0.928914 0.221276 0.294861
1679940997.591000 -0.335174 -11.555709 42.364276 -0.036254 0.929986 0.224773 0.288599
1679940997.757000 0.549145 -11.668546 42.817317 -0.032791 0.936771 0.226480 0.264749
1679940997.823000 1.158175 -11.526490 42.036995 -0.031482 0.937985 0.224475 0.262305
1679940997.991000 0.633049 -11.974956 42.760266 -0.026674 0.944215 0.216435 0.246786
1679940998.124000 0.573881 -12.511368 43.602146 -0.036904 0.944451 0.221868 0.239636
1679940998.191000 1.346049 -12.467257 42.968260 -0.036904 0.944451 0.221868 0.239636
1679940998.227000 1.853336 -12.352221 42.114196 -0.036904 0.944451 0.221868 0.239636
1679940998.426000 2.770383 -12.012051 42.322303 -0.035621 0.945269 0.227027 0.231637
1679940998.559000 2.651563 -12.568263 43.144805 -0.039946 0.942683 0.235055 0.233459
1679940998.725000 2.465895 -13.139692 43.944178 -0.039544 0.943079 0.233204 0.233783
1679940998.891000 3.062858 -13.682407 44.535021 -0.040276 0.944774 0.233754 0.226141
1679940998.926000 2.351325 -13.726267 45.236304 -0.040930 0.945572 0.231419 0.225085
1679940998.959000 2.804019 -13.164936 44.543500 -0.039111 0.946719 0.229443 0.222596
1679940998.993000 2.619317 -13.583132 45.432881 -0.037278 0.947557 0.228508 0.220295
1679940999.058000 2.348124 -14.080604 46.256880 -0.032276 0.949230 0.227297 0.215073
1679940999.157000 1.947755 -14.641238 46.981721 -0.025098 0.953407 0.220054 0.204846
1679940999.290000 2.270093 -14.324627 46.089614 -0.022129 0.954151 0.219251 0.202572
1679940999.424000 3.172416 -14.019980 45.784650 -0.010039 0.957190 0.215267 0.193254
1679940999.590000 3.361796 -13.604255 44.895095 -0.010630 0.957391 0.214747 0.192802
1679940999.623000 3.280964 -13.828305 45.866315 -0.011460 0.957697 0.214519 0.191485
1679940999.823000 2.478222 -14.075407 46.409036 -0.017668 0.956282 0.211176 0.201537
1679940999.957000 1.732223 -13.892591 45.768675 -0.017260 0.951628 0.213395 0.220386
1679941000.058000 1.491157 -14.302691 46.648280 -0.017991 0.951686 0.214012 0.219473
1679941000.190000 1.331147 -14.782994 47.510664 -0.013034 0.953301 0.215006 0.211709
1679941000.227000 1.123768 -15.181898 48.403899 -0.016615 0.953318 0.217651 0.208656
1679941000.258000 0.867218 -15.673316 49.236179 -0.019668 0.953256 0.220833 0.205302
1679941000.324000 0.148992 -15.649133 48.540789 -0.028822 0.952611 0.223911 0.203878
1679941000.426000 0.928168 -15.137340 48.902663 -0.036157 0.959957 0.211372 0.180272
1679941000.460000 1.337418 -14.894609 48.023120 -0.039207 0.960105 0.212745 0.177202
1679941000.591000 1.814238 -15.467721 48.689592 -0.042029 0.960144 0.221313 0.165463
1679941000.790000 2.240142 -15.062631 47.880575 -0.032034 0.960717 0.222605 0.162615
1679941000.862000 1.493162 -15.033155 48.544769 -0.025668 0.961133 0.217860 0.167634
1679941000.993000 2.294945 -15.251079 49.101234 -0.021192 0.964274 0.215970 0.151931
1679941001.091000 2.796416 -14.870698 48.324164 -0.021609 0.965082 0.215859 0.146816
1679941001.193000 2.694111 -15.062072 49.300335 -0.025072 0.965622 0.214238 0.145080
1679941001.224000 1.901373 -14.977476 49.903999 -0.025459 0.965996 0.212896 0.144497
1679941001.392000 0.907444 -14.882718 49.848097 -0.029468 0.964548 0.212086 0.154269
1679941001.591000 1.534980 -14.166407 49.542981 -0.024920 0.967039 0.207410 0.145588
1679941001.924000 0.535714 -14.160075 49.505217 -0.022887 0.966438 0.207692 0.149460
1679941001.958000 0.645397 -13.699470 48.624414 -0.023756 0.967107 0.206323 0.146870
1679941001.992000 0.728023 -13.220948 47.750235 -0.023657 0.967912 0.204207 0.144518
1679941002.059000 0.882719 -12.966560 46.795585 -0.025212 0.968699 0.202674 0.141100
1679941002.125000 1.864280 -12.780179 46.753148 -0.027760 0.970344 0.202003 0.129832
1679941002.157000 0.889804 -12.564108 46.814062 -0.030023 0.969846 0.201637 0.133565
1679941002.190000 1.100503 -12.324580 45.866311 -0.030160 0.969849 0.202577 0.132082
1679941002.260000 0.100697 -12.339406 45.853343 -0.030962 0.969123 0.202408 0.137377
1679941002.391000 -0.405843 -12.582281 46.680645 -0.023084 0.969520 0.200524 0.138878
1679941002.459000 -1.314238 -12.349801 47.028168 -0.016549 0.969999 0.192100 0.148071
1679941002.490000 -1.223366 -12.775906 47.928266 -0.012859 0.970459 0.188658 0.149840
1679941002.557000 -0.701602 -13.190601 48.673780 -0.007623 0.971275 0.186643 0.147414
1679941002.758000 0.101187 -13.014140 48.104226 -0.019828 0.969951 0.194691 0.144561
1679941002.825000 0.144261 -12.783843 47.132059 -0.019343 0.969873 0.195807 0.143639
1679941002.859000 0.442141 -12.584912 46.198414 -0.021243 0.970167 0.196287 0.140698
1679941002.924000 0.905991 -12.033656 45.504901 -0.022220 0.970938 0.197682 0.133067
1679941003.024000 1.556987 -12.759809 45.726046 -0.024537 0.969460 0.213159 0.118776
1679941003.060000 1.835819 -13.028579 46.648009 -0.026307 0.968915 0.216102 0.117522
1679941003.092000 1.837432 -12.621438 45.734645 -0.027044 0.968391 0.218887 0.116519
1679941003.324000 2.250894 -12.198058 44.928544 -0.031668 0.968693 0.218965 0.112632
1679941003.525000 2.740532 -11.733813 44.190486 -0.031991 0.968383 0.224863 0.103188
1679941003.623000 2.874171 -12.147825 45.090894 -0.029730 0.969062 0.222953 0.101618
1679941003.658000 3.378896 -12.073937 44.230781 -0.028135 0.969957 0.219786 0.100429
1679941003.760000 3.824157 -11.645090 43.444758 -0.023370 0.972485 0.212698 0.092118
1679941003.857000 3.515565 -12.594602 43.501315 -0.011618 0.974043 0.208790 0.086673
1679941003.958000 2.548932 -12.532871 43.749931 -0.013452 0.973940 0.208182 0.088990
1679941004.057000 2.506613 -12.211086 42.804065 -0.014952 0.974451 0.206331 0.087465
1679941004.092000 2.581820 -11.749278 41.920279 -0.016209 0.974657 0.205325 0.087312
1679941004.257000 2.828321 -11.373048 41.027145 -0.017149 0.973674 0.209754 0.087571
1679941004.490000 3.827130 -11.348671 40.984873 -0.016509 0.975399 0.209593 0.066290
1679941004.591000 4.358348 -10.507575 41.086691 -0.016536 0.983815 0.175558 0.031826
1679941004.623000 4.526390 -10.890040 41.995251 -0.016234 0.983911 0.175781 0.027499
1679941004.659000 4.722350 -10.598516 41.058975 -0.017787 0.983942 0.175992 0.023847
1679941004.691000 5.434305 -9.898978 41.120350 -0.020581 0.985541 0.167914 0.009471
1679941004.757000 5.679020 -10.635033 41.751490 -0.018371 0.984183 0.176179 0.002625
1679941004.891000 5.903184 -10.067446 40.959280 -0.018363 0.983543 0.179363 -0.011594
1679941004.924000 5.881449 -10.071832 39.959526 -0.020382 0.983334 0.180004 -0.015373
1679941004.990000 5.922750 -10.409931 40.899730 -0.017164 0.983058 0.181032 -0.023039
1679941005.124000 6.920384 -10.472081 40.929118 -0.015504 0.982251 0.179132 -0.053429
1679941005.227000 6.824282 -10.161107 39.983571 -0.004899 0.982775 0.174458 -0.060774
1679941005.324000 6.790232 -11.075108 40.387852 0.010663 0.984093 0.164540 -0.066133
1679941005.424000 6.938847 -11.375220 41.330107 0.011923 0.984072 0.159122 -0.078365
1679941005.490000 7.617621 -10.732657 40.974609 0.012416 0.984229 0.147052 -0.097545
1679941005.627000 7.776435 -10.378521 40.052999 0.013157 0.983865 0.149822 -0.096900
1679941005.690000 7.301725 -10.001354 39.257765 0.010289 0.983246 0.155508 -0.094549
1679941005.791000 6.993928 -9.735403 40.171292 0.010989 0.982354 0.160985 -0.094571
1679941005.859000 7.151701 -9.900659 39.197743 0.010319 0.981874 0.162820 -0.096475
1679941006.024000 8.040595 -10.273515 38.931574 0.014416 0.978594 0.169751 -0.115461
1679941006.058000 7.383689 -9.986458 38.234386 0.016244 0.978628 0.168317 -0.117016
1679941006.325000 7.108006 -9.866143 39.188075 0.013843 0.978472 0.168559 -0.118274
1679941006.458000 6.879266 -9.449117 38.308435 0.017132 0.976926 0.168388 -0.130256
1679941006.591000 7.010114 -9.025464 37.412110 0.020041 0.975901 0.167002 -0.139017
1679941006.691000 6.787124 -8.702046 36.492504 0.023014 0.976158 0.162003 -0.142621
